Company,Title,Location,URL,Source,Posted,First seen,Description,Match status
Lemon.io,Senior AI Engineer,"Northern America, LATAM, Europe, APAC",https://remotive.com/remote-jobs/artificial-intelligence/senior-ai-engineer-2091131,remotive-api,,2026-09-22,,no description
Lemon.io,Senior Data Scientist,"Northern America, LATAM, Europe, APAC",https://remotive.com/remote-jobs/data/senior-data-scientist-2091129,remotive-api,,2026-09-22,,no description
Zendesk,Senior AI Data Engineer,3 Locations,https://zendesk.wd1.myworkdayjobs.com/zendesk/job/Dublin-Ireland/Senior-AI-Data-Engineer_R35161,workday-api,,2026-09-22,"Job Description

Job Description
Zendesk's mission is to make Customer Experience better - for every brand, every customer, every day. Data and analytics are the engine of that vision: the vehicle through which we deliver actionable insights to the 125,000+ global brands that run on Zendesk, and to the internal teams who build the next generation of CX products on top of that data.

The Zendesk Analytics Prototyping (ZAP) team sits at the sharp end of that mission. We design and ship the fine-grained, contextually rich datasets that power Zendesk's customer-facing analytics application - and that the rest of the analytics organisation also depends on for support-operations insight, and product decision-making. Our data assets serve external customers and internal stakeholders in equal measure, but the customer-facing surface is where the quality bar is set.

We’re looking for a Senior AI Data Engineer to join our team, with strong data engineering experience and a keen interest in applying AI-related tools and practices in practical ways. You will work across code, dbt models, and datasets, helping teams build and improve the data assets behind Zendesk’s customer-facing reporting.

What you’ll be doing:

- Develop and maintain ELT pipelines, ensuring data reliability and scalability for business reporting and analytics use cases.
- Build and optimize SQL-based data models using dbt and other ETL tools.
- Support ZAP’s progress toward a more AI-enabled operating model, using emerging technologies to help improve team productivity.
- Identify and implement improvements in data delivery, processing performance, and system efficiency.
- Collaborate with team members to define requirements and translate them into scalable data models and pipelines.
- Contribute to the team’s technical vision and bring innovative solutions to enhance data systems.

What you bring to the role
Basic Qualifications:

- 5+ years of data engineering experience building, maintaining and working with data pipelines & ETL processes in big data environments.
- Extensive experience with SQL, ideally in the context of data modeling and analysis.
- Hands-on production experience with dbt, and proven knowledge in modern and classic Data Modeling - Kimball, Inmon, etc.
- Programming skills in Python or a similar language, with an emphasis on data transformation and automation.
- Experience with cloud columnar databases (Google BigQuery, Amazon Redshift, Snowflake), query authoring (SQL) as well as working familiarity with a variety of databases.
- Proven experience in performance testing, capacity planning, and cost optimization for large-scale, complex data pipelines and systems. This includes identifying bottlenecks, ensuring scalability, and minimizing operational costs in cloud-based data environments.
- Excellent communication and collaboration skills.

Preferred Qualifications:

- Experience building or operating an AI-augmented engineering practice - agentic IDE workflows (Cursor, Claude Code), prompt/skill engineering, eval design, and the discipline of treating AI artefacts as production code.
- SnowPro Core certification or equivalent hands-on expertise.
- Hands-on production experience with Apache Spark (Spark SQL / PySpark).
- Familiarity with Lean/6 Sigma principles and an understanding of CRM analytics.

Our Data Stack:
ELT: Snowflake, dbt, Airflow, Kafka
BI: Zendesk proprietary application, Looker
Infrastructure: AWS, Kubernetes, Terraform, GitHub Actions

The intelligent heart of customer experience
Zendesk software was built to bring a sense of calm to the chaotic world of customer service. Today we power billions of conversations with brands you know and love.

Zendesk believes in offering our people a fulfilling and inclusive experience. Our hybrid way of working, enables us to purposefully come together in person, at one of our many Zendesk offices around the world, to connect, collaborate and learn whilst also giving our people the flexibility to work remotely for part of the week.

As part of our commitment to fairness and transparency, we inform all applicants that artificial intelligence (AI) or automated decision systems may be used to screen or evaluate applications for this position, in accordance with Company guidelines and applicable law.

Zendesk is an equal opportunity employer, and we’re proud of our ongoing efforts to foster global diversity, equity, & inclusion in the workplace. Individuals seeking employment and employees at Zendesk are considered without regard to race, color, religion, national origin, age, sex, gender, gender identity, gender expression, sexual orientation, marital status, medical condition, ancestry, disability, military or veteran status, or any other characteristic protected by applicable law. We are an AA/EEO/Veterans/Disabled employer. If you are based in the United States and would like more information about your EEO rights under the law, please click here .

Zendesk endeavors to make reasonable accommodations for applicants with disabilities and disabled veterans pursuant to applicable federal and state law. If you are an individual with a disability and require a reasonable accommodation to submit this application, complete any pre-employment testing, or otherwise participate in the employee selection process, please send an e-mail to peopleandplaces@zendesk.com with your specific accommodation request.",low match
Faculty,Lead Machine Learning Engineer,UK - London,https://jobs.ashbyhq.com/faculty/dab2e626-4bdc-4aa1-931d-52c742c92852,ashby-api,2026-09-21,2026-09-21,"WHY FACULTY?

We established Faculty in 2014 because we thought that AI would be the most important technology of our time. Since then, we’ve worked with over 350 global customers to transform their performance through human-centric AI. You can read about our real-world impact here https://faculty.ai/impact.

We don’t chase hype cycles. We innovate, build and deploy responsible AI which moves the needle - and we know a thing or two about doing it well. We bring an unparalleled depth of technical, product and delivery expertise to our clients who span government, finance, retail, energy, life sciences and defence.

Our business, and reputation, is growing fast and we’re always on the lookout for individuals who share our intellectual curiosity and desire to build a positive legacy through technology.

AI is an epoch-defining technology, join a company where you’ll be empowered to envision its most powerful applications, and to make them happen.

ABOUT THE TEAM

Our National Security and AI Safety business unit is dedicated to advancing the responsible development and deployment of AI in support of national security and global stability. From strengthening mission-critical capabilities across national security and intelligence, to working with frontier labs to provide robust AI safety red teaming and evaluation, we work at the frontier of high-stakes, high-impact missions.

We understand that powerful AI systems bring both transformative opportunities and complex risks and we are proud to partner with Government and the biggest tech organisations in the world to ensure AI is not just transformative but is also secure, trustworthy and safe for all.

Because of the nature of the work we do with our Government clients, you may need to be eligible for UK Developed Vetting (DV) and willing to work on site with our clients from time to time.

ABOUT THE ROLE

As a Lead Machine Learning Engineer at Faculty, you will set the technical direction for complex AI/ML projects, ensuring models perform at scale and in production over time by balancing technical trade-offs and guiding team priorities.

You will lead the delivery of large-scale AI-powered platforms in high-risk environments while defining project roadmaps across multiple complex workstreams.

This is an ambitious, entrepreneurial leadership role where you will act as a trusted technical expert, defending your architectural rationale to senior stakeholders to ensure we deliver high-quality, high-value outputs.

WHAT YOU'LL BE DOING:

- Designing, implementing, and maintaining reliable, scalable ML systems while justifying key architectural decisions for production environments.

- Driving the development of shared libraries and infrastructure for model deployment, lifecycle management, and CI/CD pipelines.

- Leading model integration with infrastructure by creating APIs and services that enable scalable AI functionality in applications.

- Overseeing the delivery of multiple complex workstreams and defining project problems in high-risk environments.

- Ensuring reliable model performance by defining testing frameworks and model versioning systems for senior engineers to implement.

- Managing and coaching multiple individuals, setting team-wide development goals to improve technical depth and client delivery.

- Executing proactive recommendations for adopting new technologies and AI frameworks to maintain Faculty's competitive market position.

WHO WE'RE LOOKING FOR:

- You are an expert at defining technical roadmaps and managing project priorities to deliver high-stakes outcomes within high-growth environments.

- You possess mastery of cloud-native ecosystems and orchestration tools like Kubernetes to automate complex model lifecycles and robust CI/CD pipelines.

- You have a proven ability to design large-scale, AI-powered platforms and provide the technical justification for critical architectural decisions in high-risk environments.

- You bring expert-level experience in operationalising models within frameworks like TensorFlow or PyTorch to solve complex, high-impact business challenges.

- You define the engineering standards and architecture patterns for agentic systems, ensuring teams build to a consistent, production-grade bar.

- You demonstrate an exceptional ability to align multi-disciplinary technical teams with broader business objectives and evolving customer needs.

THE INTERVIEW PROCESS

1. Talent Team Screen (30 minutes)

2. Introduction to the Hiring Manager (30 minutes)

3. Pair Programming Interview (90 minutes)

4. System Design Interview (90 minutes)

5. Commercial & Leadership Interview (60 minutes)

#LI-PRIO

OUR RECRUITMENT ETHOS

We aim to grow the best team - not the most similar one. We know that diversity of individuals fosters diversity of thought, and that strengthens our principle of seeking truth. And we know from experience that diverse teams deliver better work, relevant to the world in which we live. We’re united by a deep intellectual curiosity and desire to use our abilities for measurable positive impact. We strongly encourage applications from people of all backgrounds, ethnicities, genders, religions and sexual orientations.

If you don’t feel you meet all the requirements, but are excited by the role and know you bring some key strengths, please don't hesitate in applying as you might be right for this role, or other roles. We are open to conversations about part-time hours.

A note on AI: we're happy for you to use it for research and interview prep, but please don't use it to generate answers during live interviews. We also use an AI note-taker (Metaview) in interviews so interviewers can stay present (which you can opt out of just let us know,) and every application is reviewed by a human, never decided by AI.",top match
Google,"AI Architect, Partner Engineering","Zürich, Switzerland · London, UK",https://www.google.com/about/careers/applications/jobs/results/105831148344484550-ai-architect-partner-engineering,google-api,2026-09-21,2026-09-21,,no description
micro1,Data Scientist,,https://himalayas.app/companies/micro1/jobs/data-scientist-7470374102,himalayas-api,2026-09-21,2026-09-21,,no description
GSK,"AIML Engineer, AI for Science",3 Locations,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/UK---Kings-Cross--London/AIML-Engineer--AI-for-Science_435678-1,workday-api,,2026-09-21,"At GSK, we see a world where advanced applications of Machine Learning and AI enable us to develop transformational medicines that drive better outcomes for patients at reduced cost and with fewer side effects. AI will also play a role in how we diagnose and use medicines to enable everyone to do more, feel better, and live longer. It is an ambitious vision that will require the development of products at the cutting edge of Machine Learning and AI.

About the Role

To strengthen our AI for Science (AI4S) team, we are looking for AI/ML Engineers with a track record in developing and validating machine learning models for real-world scientific problems. You will drive the development of AI models and agentic systems — researching, designing, implementing, and delivering solutions across a range of scientific tasks, including open-ended research questions, leveraging high-performance computing and the vast biomedical data sources available at GSK.

Team Culture

The AI4S team is built on the principles of ownership, accountability, continuous development, and collaboration. We hire for the long term, and we are motivated to make this a great place to work. Our leaders will be committed to your career and development from day one. We strongly encourage applications from people with diverse and underrepresented backgrounds and perspectives.

In this role you will

- Design and implement AI/ML-driven solutions throughout the entire model development life cycle.

- Research and develop state‑of‑the‑art machine learning models and agentic systems to solve a variety of scientific tasks.

- Deliver robust, tested, and high-performance code in an agile environment.

- Liaise with experts in biology, medicine and experimentation to ensure optimal data collection and processing for machine learning models.

Why you?
Qualifications & Skills:
We are looking for professionals with these required skills to achieve our goals:

- Bachelor’s, Master’s or Doctorate degree in a quantitative or engineering discipline (computer science, computational biology, bioinformatics, engineering, among others); OR equivalent work experience delivering state-of-the-art AI/ML solutions.

- Experience with at least one major deep learning framework (PyTorch, JAX, TensorFlow).

- Familiarity with machine learning literature and state-of-the-art approaches.

- Experience developing and delivering robust software solutions, including demonstrated advanced programming expertise in Python.

- Experience in software engineering and machine learning best practices, including version control, continuous integration (CI) and continuous development (CD), containerization, and shell scripting.

- Fluency in English.

Preferred Qualifications
If you have the following characteristics, it would be a plus:

- Experience in design, development and deployment of commercial AI/ML software.

- Experience with Large Language Models (LLMs) and Agentic AI (e.g., tool use, multi-agent orchestration, deployment and evaluation).

- Contributions to relevant open-source projects.

- Relevant scientific publications in AI/ML (e.g., NeurIPS, ICML, ICLR, AAAI), computational biology or bioinformatics venues.

- Knowledge of or interest in disease biology, molecular biology and medicine.

- Experience working with biomedical data (e.g., genomics, transcriptomics, proteomics, electronic health records, clinical images).

Please take a copy of the Job Description, as this will not be available post closure of the advert.

When applying for this role, please use the ‘cover letter’ of the online application or your CV to describe how you meet the competencies for this role, as outlined in the job requirements above. The information that you have provided in your cover letter and CV will be used to assess your application.

During the course of your application, you will be requested to complete voluntary information which will be used in monitoring the effectiveness of our equality and diversity policies. Your information will be treated as confidential and will not be used in any part of the selection process. If you require a reasonable adjustment to the application / selection process to enable you to demonstrate your ability to perform the job requirements, please contact 0808 234 4391. This will help us to understand any modifications we may need to make to support you throughout our selection process.

#LI-GSK
#LI-Hybrid
#GSKAIML

Germany Salary Range / Gehaltsbandbreiten Deutschland: EUR 84,000 to EUR 140,000For positions covered by collective bargaining, employment conditions and remuneration are determined by the applicable collective agreements for the chemical industry as well as internal policies. More detailed information on compensation will be provided during the recruitment process. Depending on the role and internal policies, the position may also be eligible for a bonus (if applicable and based on defined, non-discretionary criteria) and/or awards for exceptional performance (granted at the employer’s discretion). All benefits arising from the applicable collective bargaining agreement, such as holiday allowance and additional paid time off, will be provided in full, in accordance with that agreement and German law. Other benefits may also be offered, which may include health & wellbeing benefits, pension plan and paid parental leave & care of family member leave.

Why GSK?
Uniting science, technology and talent to get ahead of disease together.

GSK is a global biopharma company with a purpose to unite science, technology and talent to get ahead of disease together. We aim to positively impact the health of 2.5 billion people by the end of the decade, as a successful, growing company where people can thrive.

We get ahead of disease by preventing and treating it with innovation in specialty medicines and vaccines. We focus on four therapeutic areas: respiratory, immunology and inflammation; oncology; HIV; and infectious diseases – to impact health at scale.

People and patients around the world count on the medicines and vaccines we make, so we’re committed to creating an environment where our people can thrive and focus on what matters most. Our culture of being ambitious for patients, accountable for impact and doing the right thing is the foundation for how, together, we deliver for patients, shareholders and our people.

GSK is an Equal Opportunity Employer. This ensures that all qualified applicants will receive equal consideration for employment without regard to race, color, religion, sex (including pregnancy, gender identity, and sexual orientation), parental status, national origin, age, disability, genetic information (including family medical history), military service or any basis prohibited under federal, state or local law.

We believe in an agile working culture for all our roles. If flexibility is important to you, we encourage you to explore with our hiring team what the opportunities are.

Should you require any adjustments to our process to assist you in demonstrating your strengths and capabilities contact us at UKRecruitment.Adjustments@gsk.com where you can also request a call.

Please note should your enquiry not relate to adjustments, we will not be able to support you through these channels. However, we have created a Recruitment FAQ guide. Click the Link where you will find answers to multiple questions we receive

Important notice to Employment businesses/ Agencies
GSK does not accept referrals from employment businesses and/or employment agencies in respect of the vacancies posted on this site. All employment businesses/agencies are required to contact GSK's commercial and general procurement/human resources department to obtain prior written authorization before referring any candidates to GSK. The obtaining of prior written authorization is a condition precedent to any agreement (verbal or written) between the employment business/ agency and GSK. In the absence of such written authorization being obtained any actions undertaken by the employment business/agency shall be deemed to have been performed without the consent or contractual agreement of GSK. GSK shall therefore not be liable for any fees arising from such actions or any fees arising from any referrals by employment businesses/agencies in respect of the vacancies posted on this site.

Please note that if you are a US Licensed Healthcare Professional or Healthcare Professional as defined by the laws of the state issuing your license, GSK may be required to capture and report expenses GSK incurs, on your behalf, in the event you are afforded an interview for employment. This capture of applicable transfers of value is necessary to ensure GSK’s compliance to all federal and state US Transparency requirements. For more information, please visit the Centers for Medicare and Medicaid Services (CMS) website at https://openpaymentsdata.cms.gov/",top match
GSK,"AIML Software Engineer, AI for Science",5 Locations,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/London-The-Stanley-Building/AIML-Software-Engineer--AI-for-Science_435679-1,workday-api,,2026-09-21,"At GSK, we are actively working on building a future in which state-of-the-art software, Artificial Intelligence (AI) and Machine Learning (ML) enable us to develop new therapies and personalized medicines that drive better outcomes for patients at reduced cost with fewer side effects. This ambitious mission requires scalable, cloud-native solutions at the forefront of Software Engineering, Cloud Infrastructure, Efficient Compute, Machine Learning and AI. If this excites you, we would love to chat.

About the Role
To strengthen our AI for Science (AI4S) team, we are looking for Software Engineers with a track record in developing production-grade, data-driven software solutions. You will design, build and operate the scalable cloud infrastructure and services — including the serving of our models — that our AI systems and agentic applications run on, and you will be accountable for keeping them reliable in production. This is hands-on software and platform engineering: building robust, well-tested, high-performance systems that scientists across GSK depend on every day, on modern cloud technology and the vast biomedical data sources available to us.

Team Culture
The AI4S team is built on the principles of ownership, accountability, continuous development, and collaboration. We hire for the long term, and we are motivated to make this a great place to work. Our leaders will be committed to your career and development from day one. We strongly encourage applications from people with diverse and underrepresented backgrounds and perspectives.

In this role you will

- Design, build and operate scalable infrastructure and services that support our AI models and agentic systems across the entire software development life cycle.

- Own the reliability of what you build — set up CI/CD and release processes, automated testing, monitoring and alerting, and lead the response when things break, so the systems scientists rely on stay dependable.

- Build and operate the model-serving infrastructure that exposes our models in production with efficient use of compute.

- Develop and maintain cloud-native architectures that enable reliable deployment and scaling of AI/ML workloads.

- Deliver robust, tested and high-performance code in an agile environment, and work closely with ML engineers and domain experts to make the infrastructure fit for purpose.

Why you?
Qualifications & Skills
We are looking for professionals with these required skills to achieve our goals:

- A degree in a quantitative or engineering discipline (e.g., computer science, computational biology, bioinformatics, engineering, among others); OR equivalent work experience as a professional software engineer.

- Demonstrated advanced programming expertise in Python and in developing and delivering robust, scalable software solutions using frameworks like FastAPI.

- Experience with cloud platforms (GCP, Azure) and cloud-native architectures.

- Passion for software design and commitment to the development of reusable, scalable, and testable software components.

- Basic understanding of at least one major deep learning framework (PyTorch, JAX, TensorFlow).

- Knowledge of command-line tools and shell scripting.

- Knowledge of software engineering best practices, including continuous integration (CI) and continuous deployment (CD), containerization, and infrastructure as code.

- Strong problem-solving and debugging skills, and experience working in cluster settings or cloud-based environments.

- Experience operating production services — monitoring, observability and alerting, and diagnosing and resolving issues in live systems.

- Experience designing and administering SQL databases — schema design, query performance, and day-to-day operational management.

- Hands-on experience with Google Cloud Platform, in particular the services we build on: Cloud Run, Google Kubernetes Engine, Cloud Storage, Artifact Registry, Cloud SQL.

- Fluency in English.

Preferred Qualifications & Skills
If you have the following characteristics, it would be a plus:

- Familiarity with machine learning principles and state-of-the-art modelling approaches.

- Experience in design, development and deployment of commercial cloud-native software and infrastructure.

- Experience building and deploying large-scale AI models and agentic systems in production environments.

- Experience architecting, developing, and deploying distributed training pipelines for large models with PyTorch or TensorFlow.

- Expertise in performance optimization, cost optimization, and efficient compute resource management in cloud environments.

- Experience running production services at scale, including defining and working to service-level objectives (SLOs/SLIs).

- Experience with incident response and post-incident review, and with building the observability that supports it.

- Infrastructure-as-code (e.g. Terraform) for provisioning and maintaining cloud environments.

- Experience developing and administering workloads on Kubernetes (e.g. GKE).

- Familiarity with GCP networking and security controls — VPC, VPC Service Controls (VPC-SC), and private connectivity.

- Contributions to relevant open-source projects.

- Knowledge or interest in disease biology, molecular biology and medicine.

- Experience working with biomedical data (e.g., genomics, transcriptomics, proteomics, electronic health records, clinical images).

Please take a copy of the Job Description, as this will not be available post closure of the advert.

When applying for this role, please use the ‘cover letter’ of the online application or your CV to describe how you meet the competencies for this role, as outlined in the job requirements above. The information that you have provided in your cover letter and CV will be used to assess your application.

During the course of your application, you will be requested to complete voluntary information which will be used in monitoring the effectiveness of our equality and diversity policies. Your information will be treated as confidential and will not be used in any part of the selection process. If you require a reasonable adjustment to the application / selection process to enable you to demonstrate your ability to perform the job requirements, please contact 0808 234 4391. This will help us to understand any modifications we may need to make to support you throughout our selection process.

#LI-GSK
#LI-Hybrid
#GSKAIML

• If you are based in Cambridge, MA; Waltham, MA; Rockville, MD; or San Francisco, CA, the annual base salary for new hires in this position ranges $136,125 to $226,875. The US salary ranges take into account a number of factors including work location within the US market, the candidate’s skills, experience, education level and the market rate for the role. In addition, this position offers an annual bonus and eligibility to participate in our share based long term incentive program which is dependent on the level of the role. Available benefits include health care and other insurance benefits (for employee and family), retirement benefits, paid holidays, vacation, and paid caregiver/parental and medical leave. If salary ranges are not displayed in the job posting for a specific country, the relevant compensation will be discussed during the recruitment process.Germany Salary Range / Gehaltsbandbreiten Deutschland: EUR 74,700 to EUR 124,500For positions covered by collective bargaining, employment conditions and remuneration are determined by the applicable collective agreements for the chemical industry as well as internal policies. More detailed information on compensation will be provided during the recruitment process. Depending on the role and internal policies, the position may also be eligible for a bonus (if applicable and based on defined, non-discretionary criteria) and/or awards for exceptional performance (granted at the employer’s discretion). All benefits arising from the applicable collective bargaining agreement, such as holiday allowance and additional paid time off, will be provided in full, in accordance with that agreement and German law. Other benefits may also be offered, which may include health & wellbeing benefits, pension plan and paid parental leave & care of family member leave.

Why GSK?
Uniting science, technology and talent to get ahead of disease together.

GSK is a global biopharma company with a purpose to unite science, technology and talent to get ahead of disease together. We aim to positively impact the health of 2.5 billion people by the end of the decade, as a successful, growing company where people can thrive.

We get ahead of disease by preventing and treating it with innovation in specialty medicines and vaccines. We focus on four therapeutic areas: respiratory, immunology and inflammation; oncology; HIV; and infectious diseases – to impact health at scale.

People and patients around the world count on the medicines and vaccines we make, so we’re committed to creating an environment where our people can thrive and focus on what matters most. Our culture of being ambitious for patients, accountable for impact and doing the right thing is the foundation for how, together, we deliver for patients, shareholders and our people.

GSK is an Equal Opportunity Employer. This ensures that all qualified applicants will receive equal consideration for employment without regard to race, color, religion, sex (including pregnancy, gender identity, and sexual orientation), parental status, national origin, age, disability, genetic information (including family medical history), military service or any basis prohibited under federal, state or local law.

We believe in an agile working culture for all our roles. If flexibility is important to you, we encourage you to explore with our hiring team what the opportunities are.

Should you require any adjustments to our process to assist you in demonstrating your strengths and capabilities contact us at UKRecruitment.Adjustments@gsk.com where you can also request a call.

Please note should your enquiry not relate to adjustments, we will not be able to support you through these channels. However, we have created a Recruitment FAQ guide. Click the Link where you will find answers to multiple questions we receive

Important notice to Employment businesses/ Agencies
GSK does not accept referrals from employment businesses and/or employment agencies in respect of the vacancies posted on this site. All employment businesses/agencies are required to contact GSK's commercial and general procurement/human resources department to obtain prior written authorization before referring any candidates to GSK. The obtaining of prior written authorization is a condition precedent to any agreement (verbal or written) between the employment business/ agency and GSK. In the absence of such written authorization being obtained any actions undertaken by the employment business/agency shall be deemed to have been performed without the consent or contractual agreement of GSK. GSK shall therefore not be liable for any fees arising from such actions or any fees arising from any referrals by employment businesses/agencies in respect of the vacancies posted on this site.

Please note that if you are a US Licensed Healthcare Professional or Healthcare Professional as defined by the laws of the state issuing your license, GSK may be required to capture and report expenses GSK incurs, on your behalf, in the event you are afforded an interview for employment. This capture of applicable transfers of value is necessary to ensure GSK’s compliance to all federal and state US Transparency requirements. For more information, please visit the Centers for Medicare and Medicaid Services (CMS) website at https://openpaymentsdata.cms.gov/",top match
NVIDIA,Compiler Engineer - AI Inference,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/UK-Remote/Compiler-Engineer---AI-Inference_JR2023372,workday-api,,2026-09-21,"NVIDIA's invention of the GPU 1999 sparked the growth of the PC gaming market, redefined modern computer graphics, and revolutionized parallel computing. More recently, GPU deep learning ignited modern AI — the next era of computing — with the GPU acting as the brain of computers, robots, and self-driving cars that can perceive and understand the world. Today, we are increasingly known as “the AI computing company”.

NVIDIA is seeking top-tier AI Compiler Engineer to drive innovation within our world-class compiler organization. In this role, you will push the boundaries of what is possible in AI performance and help build the technology that powers the next generation of computing. Join us and make a tangible impact on a global scale.

What you’ll be doing:

- Drive technical innovation: Participating in hands-on development focusing on kernel generation and computational graph optimizations for next-generation NVIDIA GPUs.

- Advance the state-of-the-art: Solve complex compilation problems for AI workloads (both inference and training) and successfully transition these breakthroughs into enterprise and consumer products.

- Collaborate on hardware/software co-design: Partner with leading experts across our software, hardware, and research divisions to architect and co-design future silicon.

- Scale AI to the datacenter: Participating in the advancement and optimization of datacenter-scale AI workload deployments.

What we need to see:

- BS or MS in Computer Science, Computer Engineering, or a related field (or equivalent experience). A PhD is strongly preferred.

- Compiler Experience: 3+ years of relevant industry experience specializing in compiler optimizations, synthesis, and placement.

- MLIR Knowledge: Demonstrated, hands-on experience working with MLIR.

- Programming Excellence: Exceptional C/C++ and Python programming and software design skills, including rigorous debugging, performance analysis, and test design.

- Team Dynamics: Strong communication and interpersonal skills, with the ability to collaborate effectively in a dynamic, fast-paced, and product-oriented environment.

Ways to stand out from the crowd:

- Hardware Implementation: Hands-on experience implementing complex AI workloads on CPU, GPU, and/or custom AI accelerator architectures.

- LLM Knowledge: Deep understanding of Large Language Model (LLM) inference and its profound implications on computer architecture.

- Architecture & Design: Demonstrated understanding in the designing and architecting of comprehensive compiler frameworks from the ground up.

With competitive salaries and a generous benefits package, we are widely considered to be one of the technology world’s most desirable employers. We have some of the most forward-thinking and hardworking people in the world working for us and, due to unprecedented growth, our exclusive engineering teams are rapidly growing. If you're a creative and autonomous engineer with a real passion for technology, we want to hear from you.",low match
NVIDIA,"Senior Machine Learning Applications and Compiler Engineer, LPX",2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/UK-Cambridge/Senior-Machine-Learning-Applications-and-Compiler-Engineer_JR2013261,workday-api,,2026-09-21,"NVIDIA is seeking engineers to develop algorithms and optimizations for our LPX inference and compiler stack. You will work at the intersection of large-scale systems, compilers, and deep learning, crafting how neural network workloads map onto future NVIDIA platforms. This is your chance to be part of something outstandingly innovative!

What you’ll be doing:

- Build, develop, and maintain high-performance runtime and compiler components, focusing on end-to-end inference optimization.

- Define and implement mappings of large-scale inference workloads onto NVIDIA’s systems.

- Extend and integrate with NVIDIA’s SW ecosystem, contributing to libraries, tooling, and interfaces that enable seamless deployment of models across platforms.

- Benchmark, profile, and monitor key performance and efficiency metrics to ensure the compiler generates efficient mappings of neural network graphs to our inference hardware.

- Collaborate closely with hardware architects and design teams to feedback software observations, influence future architectures, and codesign features that unlock new performance and efficiency points.

- Prototype and evaluate new compilation and runtime techniques, including graph transformations, scheduling strategies, and memory/layout optimizations tailored to spatial processors.

- Publish and present technical work on novel compilation approaches for inference and related spatial accelerators at top tier ML, compiler, and computer architecture venues.

What we need to see:

- MS or PhD in Computer Science, Electrical/Computer Engineering, or related field, or equivalent experience, with 6 years of relevant experience.

- Strong software engineering background with proficiency in systems level programming (e.g., C/C++ and/or Rust) and solid CS fundamentals in data structures, algorithms, and concurrency.

- Hands on experience with compiler or runtime development, including IR design, optimization passes, or code generation.

- Experience with LLVM and/or MLIR, including building custom passes, dialects, or integrations.

- Familiarity with deep learning frameworks such as TensorFlow and PyTorch, and experience working with portable graph formats such as ONNX.

- Solid understanding of parallel and heterogeneous compute architectures, such as GPUs, spatial accelerators, or other domain specific processors.

- Strong analytical and debugging skills, with experience using profiling, tracing, and benchmarking tools to drive performance improvements.

- Excellent communication and collaboration skills, with the ability to work across hardware, systems, and software teams.

- Ideal candidates will have direct experience with MLIR based compilers or other multilevel IR stacks, especially in the context of graph based deep learning workloads.

Ways to stand out from the crowd:

- Prior work on spatial or dataflow architectures, including static scheduling, pipeline parallelism, or tensor parallelism at scale.

- Contributions to opensource ML frameworks, compilers, or runtime systems, particularly in areas related to performance or scalability.

- Demonstrated research impact, such as publications or presentations at conferences like PLDI, CGO, ASPLOS, ISCA, MICRO, MLSys, NeurIPS, or similar.

- Experience with large-scale AI distributed inference or training systems, including performance modeling and capacity planning for multi rack deployments.

#LI-Hybrid",low match
